4.165027795357639206e+02,3.752353223013175807e+02
4.171234492384771215e+02,3.745548392120990115e+02
4.179905467170492557e+02,3.734835570112370533e+02
4.189718010082491446e+02,3.719737356610513643e+02
4.199133471664472950e+02,3.699576023499637927e+02
4.206947033517698173e+02,3.674261485783637795e+02
4.212105360054283665e+02,3.643401999538107816e+02
4.213891131400698669e+02,3.608030666650143985e+02
4.211399158170236774e+02,3.568022902118069624e+02
4.204020506278309313e+02,3.524837626554831900e+02
4.191445934047134187e+02,3.478420962737862965e+02
4.173431470321787629e+02,3.429732288030846235e+02
4.149758247751351519e+02,3.379457862880677794e+02
4.120606126983666968e+02,3.327988359109123166e+02
4.086149282991895006e+02,3.275971270534211612e+02
4.046818937351934551e+02,3.224280520902332228e+02
4.002933572313303330e+02,3.172642289842767696e+02
3.954946000553779868e+02,3.121683697202625467e+02
3.903408225138402941e+02,3.071958974703649687e+02
3.849033498742048778e+02,3.023485240850509399e+02
3.792199194382700398e+02,2.976695216337232637e+02
3.733592044087341719e+02,2.932250772804508188e+02
3.673671910751550627e+02,2.889981199878874918e+02
3.612997095513115369e+02,2.849927712409669880e+02
3.551801242789583739e+02,2.812177195298976358e+02
3.490571367166424466e+02,2.776792656642532506e+02
3.429821306271510934e+02,2.743606539760700684e+02
3.370336341796831334e+02,2.713571218323299945e+02
3.312534403675587100e+02,2.686740304441090075e+02
3.257282007652778475e+02,2.663174704944838140e+02
3.205298921119074862e+02,2.642670967473296173e+02
3.157226394756288528e+02,2.625642203347322834e+02
3.113686742102833591e+02,2.611444410696298633e+02
3.075068702722565490e+02,2.599730549663538568e+02
3.041892222836077622e+02,2.590332437429405559e+02
3.014666624701138744e+02,2.583216247408797699e+02
2.993920100134660061e+02,2.578235454588760263e+02
2.980200494338821500e+02,2.575053270704723900e+02
2.973841782898369956e+02,2.573572303824542473e+02
2.975254728035764629e+02,2.574327501335668558e+02
2.984583115245520162e+02,2.577680082579817054e+02
3.002101653545780096e+02,2.583940384110807713e+02
3.027748077692886568e+02,2.593913655710571788e+02
3.061655814316228543e+02,2.607937875608829472e+02
3.103854042086336449e+02,2.626625557130278708e+02
3.154055788796891306e+02,2.650667115457904970e+02
3.211837151181695731e+02,2.680358790120070580e+02
3.276979455034129387e+02,2.716010282360633710e+02
3.348603115230558274e+02,2.757201789863281647e+02
3.425956385853922370e+02,2.804105981242948928e+02
3.507808617571577088e+02,2.856588443225925289e+02
3.592851803353216837e+02,2.914047754215657733e+02
3.679637346690622053e+02,2.976285344795117567e+02
3.766619010964980134e+02,3.041550482794049799e+02
3.851781120302359227e+02,3.108305376310913175e+02
3.932420115942578036e+02,3.173755487386622463e+02
4.008689458190806363e+02,3.237971148303549285e+02
4.079821877455469235e+02,3.299646356050037070e+02
4.145031067032164742e+02,3.358275654708566549e+02
4.203788982493315416e+02,3.412949828857954913e+02
4.255920751034095701e+02,3.462326824764448929e+02
4.301276565071875666e+02,3.506006734008046237e+02
4.340327057491130631e+02,3.544089648710449296e+02
4.373693751594306036e+02,3.574967915547154576e+02
4.401813870233744410e+02,3.599042492290071209e+02
4.425356588700317957e+02,3.616550405053307031e+02
4.445069146693782045e+02,3.629273849844183815e+02
4.461312688763562164e+02,3.638877782799617080e+02
4.474792428239757101e+02,3.645915817640137675e+02
4.485870197749187582e+02,3.650659969471702766e+02
4.495091469687447443e+02,3.653873236194183960e+02
4.502663913800849400e+02,3.655976603470896293e+02
4.508040706501977866e+02,3.658113123460436782e+02
4.512637131768461813e+02,3.659990940428730255e+02
4.517025828648918377e+02,3.662016934262144332e+02
