5.521773751579156624e+02,2.503763091916637507e+02
5.443546484635909337e+02,2.469213332077422081e+02
5.360546990295969181e+02,2.433984753020166352e+02
5.272643912945595730e+02,2.398733400147264945e+02
5.180682169814048166e+02,2.364069461153522127e+02
5.085662702725310851e+02,2.330603160368519298e+02
4.988558320726147599e+02,2.299111236697714276e+02
4.890223036929313025e+02,2.270170849798601012e+02
4.791487953347175335e+02,2.244170835640921382e+02
4.693306594723639478e+02,2.221802245931491200e+02
4.596567045744960183e+02,2.203662648449344772e+02
4.501838244091546812e+02,2.189784011867591005e+02
4.409512972186136608e+02,2.180054564540606066e+02
4.319817910840964714e+02,2.174211849781677870e+02
4.232646837178517103e+02,2.171533240437572658e+02
4.147700500209656980e+02,2.171094221707433292e+02
4.064780684443514929e+02,2.172180537387888535e+02
3.983751179202177468e+02,2.174383538237663345e+02
3.904493709397872294e+02,2.177476248064036781e+02
3.826733369184526055e+02,2.181115363900057957e+02
3.750014504646986211e+02,2.184685273032220039e+02
3.673941135678424530e+02,2.187783673728110330e+02
3.598059408752292825e+02,2.190194276620389076e+02
3.521817073823108899e+02,2.191831007117603178e+02
3.444474588137906039e+02,2.192997551128456450e+02
3.365193672820319648e+02,2.194431678135354673e+02
3.283317768173810123e+02,2.196384648855897126e+02
3.198768060919913410e+02,2.198869146048278935e+02
3.112360600657849545e+02,2.201736972812749116e+02
3.025946374325252464e+02,2.204792512300134888e+02
2.942157767246311550e+02,2.207877964578050580e+02
2.863395191346006072e+02,2.210739712461993918e+02
2.791530292013070493e+02,2.213068364284894756e+02
2.727802980319120820e+02,2.214642062247087608e+02
2.672747491418651293e+02,2.215361962212402318e+02
2.626121608024229204e+02,2.215016921483140493e+02
2.587020405882771001e+02,2.213061959267712950e+02
2.554730584796385813e+02,2.208998112489193772e+02
2.529205578363837787e+02,2.202778531098357462e+02
2.511011749114903751e+02,2.194656132150240921e+02
2.501047067879065366e+02,2.184891251647819104e+02
2.500568585234823331e+02,2.174045331133350203e+02
2.511190674366511359e+02,2.163071035948057954e+02
2.534458585277960481e+02,2.152810330973449027e+02
2.571184040499506409e+02,2.143862772445390021e+02
2.621365028572706706e+02,2.136270334498048555e+02
2.684963669763031930e+02,2.129916447960604842e+02
2.762059693592377698e+02,2.124702732220336259e+02
2.852523715894520251e+02,2.120709443098160136e+02
2.955902358547858739e+02,2.118121960519102345e+02
3.071512421369969275e+02,2.117425489652027295e+02
3.198384886015499546e+02,2.119186324798941712e+02
3.335192498125135785e+02,2.123824891887099113e+02
3.480357991770115405e+02,2.131292227877609662e+02
3.632425150895085153e+02,2.141500202103448487e+02
3.790251706002507035e+02,2.154529023888284769e+02
3.953062440591115205e+02,2.170700148675041419e+02
4.120472982370985733e+02,2.190909043713550091e+02
4.292316164431711627e+02,2.216363149770632788e+02
4.468341731766879548e+02,2.248012595115039858e+02
4.648120809955111667e+02,2.286339883606629826e+02
4.830918449552647758e+02,2.331139856827487904e+02
5.015738733213048022e+02,2.381708295907116337e+02
5.201354804839450026e+02,2.436710236742109430e+02
5.386400054283394638e+02,2.494415113266157391e+02
5.569420727537521998e+02,2.552683987898492433e+02
5.748947859514192942e+02,2.609197659341245981e+02
5.923831274664698867e+02,2.662175687054266291e+02
6.093336115645232667e+02,2.710285677588366866e+02
6.257197737462856821e+02,2.752861642045351118e+02
6.415759722798267148e+02,2.790081590775759537e+02
6.569890366109033266e+02,2.822728317128242566e+02
6.720772650617952877e+02,2.851976030275792482e+02
6.869767485579353661e+02,2.879223678854581863e+02
7.018171685134437894e+02,2.906097070339499737e+02
