2.942932065879018069e+02,1.603403831520860194e+02
2.883068462673143131e+02,1.615132382428168683e+02
2.822581126483275966e+02,1.629303465102918551e+02
2.762425306066096482e+02,1.647814570106296514e+02
2.703666631189436202e+02,1.668937303304113300e+02
2.647085596833604200e+02,1.693141682763126710e+02
2.593208173662966374e+02,1.718353078023428964e+02
2.543256989042417615e+02,1.744780070801697036e+02
2.497749510800534551e+02,1.772461973723011965e+02
2.456621433330435877e+02,1.799577037788231166e+02
2.419687284499722750e+02,1.825414372142808475e+02
2.386493824596367404e+02,1.850424432581890244e+02
2.356337030393888199e+02,1.875181145766773341e+02
2.328654816851327212e+02,1.899617434935261144e+02
2.302909684246926929e+02,1.924638230426067196e+02
2.279141784572550193e+02,1.952206489757146528e+02
2.256865245891731604e+02,1.981160243216656625e+02
2.235743924026803313e+02,2.011045015485281056e+02
2.215322157046447558e+02,2.041981096855474220e+02
2.196216528027338768e+02,2.072670590187103699e+02
2.177981487296451633e+02,2.101062010401773534e+02
2.160533071365367448e+02,2.126986960424933102e+02
2.143999782810297461e+02,2.149462681329859493e+02
2.128858767385064539e+02,2.168330685311121897e+02
2.115274913847366349e+02,2.182373871959499070e+02
2.103278814252205109e+02,2.192109713765260608e+02
2.092736962567132650e+02,2.198857912281343090e+02
2.083802889239283331e+02,2.203082193765156376e+02
2.076537807930926647e+02,2.205776150859282723e+02
2.070870305741872244e+02,2.206885266211897942e+02
2.066533928386826631e+02,2.207771675963590496e+02
2.063620511738096468e+02,2.208848594058472656e+02
2.062170105291999676e+02,2.209986546289351566e+02
2.062265003607949723e+02,2.209809405299377545e+02
2.064350590083439840e+02,2.207723859431083042e+02
2.068705547784515488e+02,2.202925651974426557e+02
2.075497680266716714e+02,2.195195992693095377e+02
2.084833220637238469e+02,2.183211706859246704e+02
2.097107465398882198e+02,2.166515921975777417e+02
2.112194663830818513e+02,2.144477160380900500e+02
2.131114863403662696e+02,2.119676628267055492e+02
2.153839097387501056e+02,2.092296595883157977e+02
2.180108655290973161e+02,2.063636089596740533e+02
2.208962400611546286e+02,2.031690366191868407e+02
2.240196834000973638e+02,1.996430917175622994e+02
2.273411645078543302e+02,1.958703137652085502e+02
2.308392968524781566e+02,1.918834001816346415e+02
2.345376901246304442e+02,1.880698328284007346e+02
2.383950702098071872e+02,1.843281139450262458e+02
2.424425046983317600e+02,1.807311377539037380e+02
2.467008517989878840e+02,1.772645062497836079e+02
2.512359701524696902e+02,1.741007577543979892e+02
2.560468379138092700e+02,1.710415572110544531e+02
2.611415632737594592e+02,1.680282290715132376e+02
2.666418905722153454e+02,1.654062954014299009e+02
2.724032548755513972e+02,1.631996740006682955e+02
2.783401786766264081e+02,1.616751756510215614e+02
2.843347684565492841e+02,1.609837124275920814e+02
2.902656305163969819e+02,1.609529106605277207e+02
2.959312815586841339e+02,1.610736391978040842e+02
